msd_id,midi_path
TRCRKXS12903CD21F9,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\C\R\K\TRCRKXS12903CD21F9\ade68ae2437c7daaccf303b4ca450d5a.mid
TRLRHSU128F92F8E46,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\L\R\H\TRLRHSU128F92F8E46\e35563f34067a4ec7291dcd39608e5f2.mid
TRBCTPS12903CA7CB0,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\B\C\T\TRBCTPS12903CA7CB0\58285fdb76260219d4ccae9732a863cf.mid
TRJZYFQ12903D03A6D,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\J\Z\Y\TRJZYFQ12903D03A6D\d9fa607a262edebfd57758922dda23bd.mid
TRRFVVW128F4264D27,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\R\F\V\TRRFVVW128F4264D27\2038e582c45dee8d8032912cc62e1509.mid
TRGCTTU128F92F1607,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\G\C\T\TRGCTTU128F92F1607\9da079a2ac44c824809cfad4937fc67c.mid
TREOVEA128C71963F5,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\E\O\V\TREOVEA128C71963F5\d9f3e8cedbee6d1e8f3805751aca1395.mid
TRCGNZN12903CAB7E0,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\C\G\N\TRCGNZN12903CAB7E0\2f4af7f66b1d38ce0bf6fe66dd5d83a0.mid
TRZGMBF128F422BA5C,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Z\G\M\TRZGMBF128F422BA5C\dc99ba3a516679e8647e89e774293306.mid
TRCQIZS128F423C4ED,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\C\Q\I\TRCQIZS128F423C4ED\9b0ca14c8c137d615156ab4254e61b78.mid
TRDKAKF128F9308DE0,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\D\K\A\TRDKAKF128F9308DE0\f6db3fb87db63e31a018eceafccb9ee5.mid
TRMWEFS128F42ACB44,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\M\W\E\TRMWEFS128F42ACB44\68f42166b482dc90ceaa8c0883eab73d.mid
TRQBEFV12903CE63BC,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Q\B\E\TRQBEFV12903CE63BC\07915023bddfc9bad2d8d19c49cff304.mid
TRMZLZR128F4278C05,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\M\Z\L\TRMZLZR128F4278C05\d8b4c1a1ef4dab1390eb8d03f9fe9d04.mid
TRORHTI128F42BC6F1,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\O\R\H\TRORHTI128F42BC6F1\eeac6ad2127d970743eb83dc054ceeae.mid
TRSELSQ128F426F0D7,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\S\E\L\TRSELSQ128F426F0D7\bc61bac7c4dda7ad55b0a24dfc6ba4b1.mid
TROOQFB128F4259D35,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\O\O\Q\TROOQFB128F4259D35\5802379d9bc66456e16ea058add0ccd7.mid
TRTYRVA128F92CF7DC,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\T\Y\R\TRTYRVA128F92CF7DC\fc118c53cf92fa7b72aa6e0d73dfa5b1.mid
TRVQFTP128F145D537,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\V\Q\F\TRVQFTP128F145D537\8a58e16646dd3dad255cc8d4e6763c7e.mid
TRJPUHR128F92EAB27,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\J\P\U\TRJPUHR128F92EAB27\0ce3970fb76db77356cba5f24784175d.mid
TRSTIOF128F9322A06,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\S\T\I\TRSTIOF128F9322A06\a9fcbcb419c80aaa4980fad0da9ddfe7.mid
TRBFCHN128F92F6726,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\B\F\C\TRBFCHN128F92F6726\552b73f66dc8eb7d016ef6d6f6c294db.mid
TRNPYTR128F147B4BE,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\N\P\Y\TRNPYTR128F147B4BE\0f3eeca0ccc19fe247ee0cde58cb6c20.mid
TRZINCP128F4233625,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Z\I\N\TRZINCP128F4233625\30f2d4f70a2440a261e221f99e6c1b70.mid
TRTIFLF128F931EE7C,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\T\I\F\TRTIFLF128F931EE7C\08d55d9ef2bfa8c61ed6bfd657abbfea.mid
TRTTCHQ128F1477601,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\T\T\C\TRTTCHQ128F1477601\06c653a45efe7902fe577472fc496a64.mid
TRBQKWY12903CDFC92,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\B\Q\K\TRBQKWY12903CDFC92\941daf712b66e830dbdbbb382f625754.mid
TRIEDUL128F146E4CA,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\I\E\D\TRIEDUL128F146E4CA\df78156a0a636a18426e724560b29155.mid
TRHWBPK128F4249DC7,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\H\W\B\TRHWBPK128F4249DC7\a98447788db14ac5d872f5e7b301adf0.mid
TRIVLUF128F42861C3,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\I\V\L\TRIVLUF128F42861C3\a26d9f0f30e47209317fc2ca4cd30f39.mid
TRUGOWY128F42651E4,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\U\G\O\TRUGOWY128F42651E4\fc05bb972b52113f09ed84b9ae936e60.mid
TRRPZGA128F14911E3,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\R\P\Z\TRRPZGA128F14911E3\9635ebdf40ce40a465a352c10c0d1449.mid
TRTUZJT128F92D16C1,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\T\U\Z\TRTUZJT128F92D16C1\5984d686476cc0e7bde18ff83d0f34da.mid
TRCXVLW128F4274E9A,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\C\X\V\TRCXVLW128F4274E9A\55b0b52ca9f8410347a29583b1f72873.mid
TRNRPFW128F93274CE,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\N\R\P\TRNRPFW128F93274CE\eeeea7ca7185792d5a0a4a9ef85d7838.mid
TRMRFOY128F4289767,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\M\R\F\TRMRFOY128F4289767\c381aea1f2f03473a01a742ace95dbc0.mid
TRCIERX128EF357CB2,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\C\I\E\TRCIERX128EF357CB2\d212ed613caa0579e63c3b747389ffdd.mid
TRJJNTK128F4297ADE,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\J\J\N\TRJJNTK128F4297ADE\5e7bebbfb515d3049c44cf80c7f12ac1.mid
TRNCJWV128F9312BB2,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\N\C\J\TRNCJWV128F9312BB2\84c6478cb29d1d7652b558a3329f9cfe.mid
TREGSFS128F92FFB50,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\E\G\S\TREGSFS128F92FFB50\97bd3375e510dbecaa223bf3eb9b7a5e.mid
TRKASBQ128F92CF6B4,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\K\A\S\TRKASBQ128F92CF6B4\50795c9b428180334e418530f1d167c4.mid
TRIHEXB128F428760B,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\I\H\E\TRIHEXB128F428760B\3656328df791055327d7c71fdd68c675.mid
TRBQZRB128F42AA6ED,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\B\Q\Z\TRBQZRB128F42AA6ED\bdef0e8c7ebcf03b514c7b01faae21bb.mid
TRPAGFL128F147A308,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\P\A\G\TRPAGFL128F147A308\30ce46605726729fa8e4981a962025f6.mid
TRZIVQY12903CEA102,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Z\I\V\TRZIVQY12903CEA102\3d33a0a7cc0b0493775ad65e0c5e5af3.mid
TROFOLE128F426ABAC,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\O\F\O\TROFOLE128F426ABAC\6aff4590800de927aa40db8bcd049add.mid
TRHMEDN128F145CA51,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\H\M\E\TRHMEDN128F145CA51\ce8c068175797a9347ce02a4679529a7.mid
TRFMTTQ128F4295629,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\F\M\T\TRFMTTQ128F4295629\608e2610998e01d7dabba358756137cc.mid
TRNROKK128F9311248,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\N\R\O\TRNROKK128F9311248\a8a6750593101a9a9753e766b379b18a.mid
TRELTBM128F930C974,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\E\L\T\TRELTBM128F930C974\c94ba30e2bb8d8d40f055cd73b915f6e.mid
TRIGDWA128F42A44E5,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\I\G\D\TRIGDWA128F42A44E5\63465518f281b0365ab956c6be2c8cb5.mid
TRTOZDP128F92F341B,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\T\O\Z\TRTOZDP128F92F341B\10b8d49302ccaa271ac8e6e4f8f5417e.mid
TRUBWKC12903CBF71B,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\U\B\W\TRUBWKC12903CBF71B\0ec315d7be357f130de5206e67c33b36.mid
TRFWJVS128E0786775,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\F\W\J\TRFWJVS128E0786775\23e2b1902cf86299a5342c56aee5e4ea.mid
TRNDXEP12903CF0639,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\N\D\X\TRNDXEP12903CF0639\5ac0b9e2db5c30808f0419881dd63f2a.mid
TRZYYTW12903CA7B6A,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Z\Y\Y\TRZYYTW12903CA7B6A\1d9d16a9da90c090809c153754823c2b.mid
TRWXIDC128F14709A7,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\W\X\I\TRWXIDC128F14709A7\49012472d4f8f4e6c53dea8012da9728.mid
TROUDVB128E0780D97,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\O\U\D\TROUDVB128E0780D97\e91f585e34790578bc4b917b797df16d.mid
TRQOFPH128F429220F,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Q\O\F\TRQOFPH128F429220F\8cb6e486a926210c3b7c4b1dd025ba63.mid
TRELDWP12903D1225E,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\E\L\D\TRELDWP12903D1225E\c00cd77c2bb868c5a150f3e433621faf.mid
TRAPSGZ128F4245E6A,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\A\P\S\TRAPSGZ128F4245E6A\0b6e79c12a1becd3605ecb378f1d9f7f.mid
TRDOPZR128F92DEA58,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\D\O\P\TRDOPZR128F92DEA58\c30e375def40c837cc60c80a13d18753.mid
TRUFREB128F92EE468,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\U\F\R\TRUFREB128F92EE468\c62c90cb130df4839068a3fe12dd3aea.mid
TRLRTXD128F92DD515,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\L\R\T\TRLRTXD128F92DD515\6ee3fbae17ee0cbb4f0da77d9b664911.mid
TRIMIDB12903CF5C10,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\I\M\I\TRIMIDB12903CF5C10\aed5573f91a05e778ed4a97d3ee6448d.mid
TRWOEAE128F92F37EA,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\W\O\E\TRWOEAE128F92F37EA\3f2b2586e057280f1bab5e275746b6af.mid
TRQYJCJ128F1474CB6,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Q\Y\J\TRQYJCJ128F1474CB6\63078878fe00c9df4ef3df7c4bbb5c57.mid
TRNONLJ128F147B71A,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\N\O\N\TRNONLJ128F147B71A\6469c9fe3f47f843141664affe9e8666.mid
TRDDNUI128E0785CBF,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\D\D\N\TRDDNUI128E0785CBF\87e40bf0a034289af80dff2970b6c455.mid
TRZMJCQ12903D0DD6B,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Z\M\J\TRZMJCQ12903D0DD6B\73cb9699ffdf9215ba0f4cdc5e45389b.mid
TRPPOUB128F4269767,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\P\P\O\TRPPOUB128F4269767\199d9b5b9c23e30d1415c7ff4d712217.mid
TREWTYT128F935F736,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\E\W\T\TREWTYT128F935F736\3f5a3c65b64d350cfb01856a5319ed42.mid
TRZHQZK128F428EA93,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Z\H\Q\TRZHQZK128F428EA93\a3d37bea8970c8c9786e5a3b06285382.mid
TRRWCAO128F92F9529,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\R\W\C\TRRWCAO128F92F9529\211e27a611e518a8f489fcdc21250f5d.mid
TRYTDVM128F4298393,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Y\T\D\TRYTDVM128F4298393\7790cd2829ba4a0a1557011cadf40789.mid
TRYJKGL128F1473173,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Y\J\K\TRYJKGL128F1473173\8281e4c808389e2619d8c923bd119b8d.mid
TRMVZSV128F42748F7,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\M\V\Z\TRMVZSV128F42748F7\a8f335a85af6f891ede7e33954bc351c.mid
TRNZULK128F429A637,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\N\Z\U\TRNZULK128F429A637\8320cf015faeb346a63e5c7f6500e743.mid
TRBGODU128F92D4D27,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\B\G\O\TRBGODU128F92D4D27\ba94febfc5c5962c5ea77ddd36b3ee2e.mid
TRUCXSU128E078BE78,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\U\C\X\TRUCXSU128E078BE78\1d9ba47f73925cb0303c119c418cb743.mid
TRBUOPL128F14B159F,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\B\U\O\TRBUOPL128F14B159F\a25c0b130baad5cbca86982fb4b627dd.mid
TRJZUOZ128F4292F18,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\J\Z\U\TRJZUOZ128F4292F18\c84f2c22cfe56e00c6ff05a67c74ac2e.mid
TRBVATZ128F425937D,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\B\V\A\TRBVATZ128F425937D\958280f06bbeb6500d9c2759a5981ca2.mid
TRMEHFC128F422D986,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\M\E\H\TRMEHFC128F422D986\4d0e080bd66e8b0914a04348fab65178.mid
TRWTJBI12903CD8457,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\W\T\J\TRWTJBI12903CD8457\21d2123e7692d2bdfde6bf4bcba692db.mid
TRZSXWT128F4298F65,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Z\S\X\TRZSXWT128F4298F65\b58e635f865bd24732f7721a05001c6a.mid
TRVNYSZ128E0792A2B,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\V\N\Y\TRVNYSZ128E0792A2B\78ec34d321c4634e3dd96d13e9c48714.mid
